0.1241 8.3308 5.79
0.1246 -35.1046 6.17
0.1251 31.1603 6.5
0.1258 27.0083 6.1
0.1286 -32.1886 6.2
0.1307 5.3443 6.96
0.1322 60.4384 6.45
0.1333 76.4094 6.7
0.1364 -31.4296 5.67
0.1366 -76.1086 6.49
0.1371 43.1954 6.15
0.14 7.5824 6.11
0.141 36.2164 6.99
0.1411 -80.0726 6.7
0.1418 9.5854 6.7
0.1418 -20.2875 6.47
0.1419 -32.5745 6.7
0.1424 61.1584 5.74
0.1424 49.1154 6.7
0.1444 -52.5525 6.85
0.1446 38.2474 4.61
0.1449 47.4074 5.89
0.1467 -79.0306 6.77
0.1484 8.3645 6.67
0.1501 -19.1925 6.45
0.1504 51.0984 5.9
0.1523 1.2514 6.17
0.1536 12.3015 6.6
0.1543 -66.3765 6.9
0.1544 -13.4345 6.5
0.157 36.3095 4.52
0.1571 10.5625 6.05
0.1575 -21.2444 6.68
0.1575 61.5605 6.96
0.158 -36.4675 6.7
0.1605 31.1485 5.8
0.1605 43.3135 6
0.1615 -8.1934 6.46
0.1623 -43.3024 6.33
0.1688 -9.0557 3.56
0.1705 40.2766 6.33
0.1735 15.5896 6.6
0.1741 48.3576 6.3
0.1746 17.2586 6.8
0.1761 -47.0863 4.23
0.1764 -13.1984 6.9
0.1779 30.4001 5.9
0.1783 48.4196 6.6
0.1785 56.1726 6.8
0.1802 7.5526 5.37
0.1813 32.3857 5.79
0.1829 -23.5393 6.8
0.1836 -69.5363 5.51
0.1848 37.4196 5.18
0.1889 67.3327 6.7
0.1894 37.5507 6.9
0.1902 -29.1503 5.18
0.1924 -20.1962 5.12
0.1937 -77.4173 5.97
0.1987 13.1287 6.23
0.1993 -51.1572 6.6
0.2021 29.1118 6.9
0.2031 38.2918 6.9
0.2032 -12.2872 6.39
0.2033 -39.3191 6.9
0.2051 55.3148 6.6
0.2054 -16.1271 6.45
0.2071 -31.1831 6.55
0.2087 -30.0691 6.9
0.2111 60.4168 6.58
0.2141 43.5979 6.6
0.2155 51.4509 5.57
0.2193 -2.292 6.07
0.2201 61.3377 5.4
0.2202 31.0629 6.8
0.2205 14.0279 6.7
0.2234 -51.188 6.82
0.2243 52.4666 5.7
0.2283 1.403 5.77
0.229 71.323 6.89
0.2291 -39.317 6.9
0.2296 54.436 6.9
0.2320 -77.3134 2.8
0.2326 -27.5879 7
0.2345 56.307 6.68
0.2345 19.5271 6.5
0.236 51.0071 6.9
0.237 3.3351 6.9
0.2376 -43.5689 3.94
0.2381 79.4701 6.5
0.2382 -42.3479 2.39
0.2384 -18.5769 6.4
0.239 56.2241 6.6
0.2406 -0.1909 6.19
0.2445 24.4641 6.7
0.2449 49.4301 6.9
0.2474 -25.4888 5.98
0.2488 -28.3068 6.9
0.2492 15.4542 6.45
0.2512 -20.2418 6.8
0.2537 19.1482 6.6
0.2544 17.3752 5.2
0.2546 -33.1648 4.81
0.2553 44.0762 5.17
0.2561 16.1062 6.06
0.2574 -29.1847 6.8
0.2575 9.5532 6.04
0.2583 32.1022 6.92
0.2584 -20.3617 6.43
0.2599 -40.1097 5.43
0.2603 -11.3027 6.9
0.2627 36.3793 6.26
0.2633 -50.4807 6.3
0.2681 -32.2306 6.57
0.2734 -15.0796 6.14
0.2747 29.2904 5.23
0.2749 -4.1349 5.72
0.2751 59.4259 5.95
0.2756 4.3554 6.6
0.277 76.4515 6.21
0.279 -24.033 5.19
0.2803 -41.1245 6.19
0.2803 -48.2895 5.69
0.2805 -39.4715 6.6
0.2819 15.4624 6.9
0.2829 55.2605 6.8
0.2847 -10.2115 6.86
0.285 43.4075 6.6
0.2851 66.1515 6.18
0.2876 33.1885 5.87
0.2893 52.3433 5.6
0.2899 54.1546 4.73
0.2902 -49.0424 4.77
0.2929 -63.1354 4.37
0.293 -63.1399 4.53
0.2956 34.4366 6.73
0.2974 43.1366 6.4
0.2982 6.4126 5.67
0.2992 27.1876 6.6
0.2997 20.0166 5.38
0.3001 53.5117 6.89
0.3003 22.5556 6.84
0.3013 62.3987 4.16
0.3017 28.0077 6.3
0.3017 -25.3763 6.9
0.3029 70.4287 6.4
0.3032 15.5397 6.9
0.3038 54.3767 5.93
0.3048 -63.1793 5.09
0.3121 -29.4952 5.55
0.3128 -35.1612 6.41
0.313 -71.3202 6.13
0.3146 66.2898 6.4
0.3159 10.0198 6.8
0.3191 -6.1901 6.9
0.3191 -42.4191 6.9
0.3204 -45.4161 6.7
0.3211 -52.3841 5.57
0.3232 13.0629 6.4
0.3247 36.3399 6.6
0.3263 67.396 6.91
0.327 -3.5155 5.2
0.3298 -0.4633 5.93
0.3305 48.453 6.9
0.3324 -55.053 6.06
0.3331 12.564 6.41
0.3331 -48.16 5.51
0.3333 53.541 5.08
0.3348 -5.5029 6.6
0.3353 -15.1439 6.45
0.3358 60.0361 5.79
0.3362 -23.0649 6.06
0.3368 26.5931 6.2
0.3375 -59.5899 6.9
0.3404 44.1331 5.13
0.3416 53.3781 3.67
0.3418 14.5791 5.89
0.342 33.2716 4.36
0.3427 -49.2398 6.78
0.3444 -65.2349 6.42
0.3448 23.4491 6.4
0.3461 72.3772 6.97
0.3466 35.0797 5.48
0.3472 40.0402 6.86
0.3486 -25.0198 5.57
0.3494 2.5212 6.39
0.3499 -54.3968 6.41
0.35 -76.3458 6.8
0.3505 20.4992 7
0.3551 -0.4617 6.68
0.3567 60.0353 6.75
0.3577 82.1364 6.4
0.3588 29.0273 4.37
0.3593 46.4144 6.9
0.3593 59.3364 6.74
0.3604 -20.3376 6.74
0.3633 -25.2246 6.6
0.3638 49.0531 5.43
0.3661 76.3635 7
0.3665 30.3574 3.27
0.3674 -73.2416 6.85
0.3693 -58.1405 6.9
0.3721 -11.2495 6.8
0.3729 21.1035 5.36
0.375 -45.0375 6.01
0.3753 -34.1365 6.69
0.3764 56.1631 2.23
0.3798 -16.4694 6.49
0.3807 -24.0424 6.14
0.381 -29.4114 6.8
0.3815 -4.3704 5.91
0.3821 -59.4321 5.89
0.3822 -55.4664 6.8
0.3825 -7.2993 6.97
0.3839 51.5596 6.9
0.3839 39.1156 5.33
0.386 9.0536 6.5
0.3894 24.2177 6
0.3897 -46.2103 4.59
0.3904 65.5297 5.83
0.3925 50.1483 4.8
0.3951 -56.4602 5.7
0.3962 58.2928 6.1
0.3968 -85.5805 6.8
0.3972 -12.0422 6.9
0.398 52.0429 6.91
0.4026 16.2379 6.6
0.4031 -38.4371 6.06
0.4033 -10.1121 6.6
0.4036 -65.4401 5.39
0.405 -60.3166 5.98
0.4068 46.456 4.94
0.4088 70.335 6.9
0.4111 -18.151 2.04
0.4112 -57.437 4.36
0.4132 -12.166 6.02
0.4164 47.3596 5.67
0.4167 -10.5245 4.75
0.4173 66.5361 6.9
0.4181 -38.4119 5.9
0.4191 48.0121 4.54
0.4206 62.1582 6.8
0.4226 74.4342 5.66
0.4227 -22.1623 5.24
0.4239 -62.4578 6.07
0.4241 54.5742 5.5
0.4257 -65.5488 6.54
0.4259 -42.5648 5.94
0.4273 -53.5878 6.15
0.4286 -4.5367 6.15
0.4297 -13.0877 6.15
0.4305 -78.2079 6.6
0.4319 -16.4137 6.47
0.4336 55.0243 6.5
0.434 44.3584 6.05
0.4344 -47.4897 5.8
0.4349 69.0364 6.4
0.4373 -22.4716 5.5
0.4376 59.1864 6.39
0.4392 15.1264 5.38
0.4419 -30.2736 6.8
0.4436 74.3501 5.3
0.4441 11.4257 5.5
0.4459 19.1885 6.13
0.4467 24.0018 4.06
0.448 6.2862 5.99
0.4484 72.2466 5.87
0.4508 17.4786 5.7
0.4526 20.3966 6.54
0.4555 -21.5918 5.57
0.457 7.0217 5.93
0.4579 5.01 5.75
0.4583 51.5027 6.9
0.4598 50.4227 4.89
0.4608 7.1927 4.43
0.4616 57.3315 3.44
0.4626 -28.4552 6.7
0.4634 16.4061 5.07
0.4663 -46.5772 6.27
0.4677 -24.2402 5.9
0.469 -75.1122 5.07
0.4692 -13.4951 5.8
0.4704 40.4889 4.53
0.471 -23.3751 6.28
0.472 27.2679 6.3
0.4722 77.414 6.74
0.4735 -0.292 6.7
0.4749 44.443 6.15
0.4761 -10.5445 5.19
0.4766 63.5905 5.39
0.4772 -43.395 6.48
0.4809 51.147 6.39
0.4825 61.3261 6.07
0.4837 63.3112 6.86
0.4842 -51.1499 5.22
0.4864 -5.1818 6.8
0.4868 51.1852 6.2
0.4872 3.0731 6.37
0.4896 12.3132 6.72
0.4922 33.3762 7
0.4955 -43.5837 6.9
0.4992 83.2672 5.5
0.5004 60.5169 4.82
0.5012 38.1714 6.5
0.5022 -24.1611 5.46
0.5044 -1.2441 4.77
0.5052 -69.4606 6.22
0.5071 37.0935 6.06
0.5076 -25.0235 6.46
0.5089 52.2565 6.3
0.5091 29.1365 6.7
0.5115 -4.4778 6.6
0.5157 -63.0805 5.5
0.5177 -9.0023 6.16
0.5195 18.5557 5.8
0.52 58.4262 4.83
0.5223 48.2497 6.5
0.5229 23.2197 5.47
0.5256 24.1768 6.2
0.5265 40.0718 6.9
0.5291 -47.4012 6.9
0.5315 -69.4735 5.45
0.5317 -7.3654 5.85
0.5321 57.441 6.21
0.5327 26.5684 5.9
0.5337 -74.3392 6.69
0.535 34.5799 6.8
0.535 -11.317 5.31
0.535 -28.022 6.1
0.5352 13.414 6.8
0.5364 58.5518 4.63
0.5366 60.2731 1.60
0.5366 68.3091 6.37
0.5368 -53.273 6.5
0.5369 42.43 6.5
0.5374 60.0607 5.55
0.5397 38.1428 3.87
0.5426 61.0962 6.43
0.5452 23.0932 4.42
0.5481 45.3472 6.12
0.5487 70.1413 6.8
0.5509 1.3142 6.97
0.5511 28.4383 5.42
0.5516 -19.1557 6.9
0.5528 13.2613 6.32
0.5529 -2.0167 6.51
0.5531 66.0544 6
0.5537 39.1283 6.52
0.5549 33.4143 5.98
0.5564 21.0863 6.4
0.5572 6.3503 6.9
0.5586 46.4654 6.85
0.5619 80.1718 6.6
0.562 -29.3711 4.31
0.5622 -6.0865 6.6
0.5622 -11.3845 5.61
0.5631 -60.5746 6.23
0.5712 70.4337 6.5
0.5721 44.2716 6
0.5724 6.1336 6.11
0.5765 81.3701 6.6
0.5787 84.2084 6.7
0.5824 -36.2992 6.9
0.5846 45.1149 6.85
0.5854 49.1709 6.9
0.5872 57.334 6.8
0.5898 -39.1061 5.59
0.5903 25.019 6.8
0.5911 56.041 6.9
0.5916 -16.315 6.6
0.5924 -38.285 6.6
0.5929 -61.072 6.9
0.5938 50.4651 6.6
0.5987 27.2931 6.7
0.5988 8.3371 6.9
0.5992 -57.1579 6.11
0.5996 51.1232 6.83
1.0006 31.3262 5.5
1.0007 41.0512 5.98
1.0009 -31.4868 5.5
1.001 8.5242 6.7
1.0013 47.0703 6.45
1.0013 26.0232 6.9
1.0034 7.3782 4.28
1.0048 60.5144 5.92
1.0051 -5.0577 5.43
1.0057 -46.3942 5.36
1.0081 -65.4298 6.21
1.009 -29.4717 6.29
1.0099 47.2304 6.82
1.0108 52.1455 5.99
1.0114 85.5994 4.25
1.0116 74.0676 6.8
1.012 61.1925 5.84
1.0125 1.0744 6.04
1.0127 -60.2146 6.83
1.0128 53.5675 6.8
1.0152 -71.0637 6.8
1.0172 29.2395 6.19
1.0179 39.4396 6.72
1.0184 50.4506 6.54
1.0218 -33.4754 6.43
1.0218 -48.1205 6.83
1.0228 5.2386 6
1.0245 14.4124 5.68
1.03 21.1288 5.34
1.0301 21.1238 5.56
1.031 -10.1432 6.12
1.032 62.3019 6.54
1.0323 4.3898 6.35
1.0343 31.5539 6.6
1.0343 70.404 6.7
1.0359 -10.0591 5.88
1.0361 -11.1461 6.9
1.0371 -24.1511 6.14
1.0379 59.36 6.87
1.0388 -46.5861 3.31
1.0392 12.419 6.12
1.0395 56.406 6.43
1.0401 8.061 6.9
1.041 -35.552 6.61
1.0416 53.1441 6.5
1.0417 -40.069 6.7
1.0429 49.1791 6.82
1.0477 79.4525 6.3
1.048 -24.1529 6.37
1.0512 43.4103 5.03
1.0524 54.3978 5.17
1.0524 88.4612 6.46
1.0526 -10.0257 5.82
1.0526 31.4523 6.25
1.0526 20.2888 5.6
1.0534 -62.0198 5.27
1.0542 1.4412 6.46
1.0546 58.0034 5.79
1.0552 28.3663 6.8
1.0552 -41.4467 5.21
1.0574 9.3903 6.8
1.0576 69.2575 6.9
1.0578 5.2353 5.52
1.0609 -10.2636 3.45
1.0629 -55.3021 3.92
1.0634 86.5341 6.25
1.0635 -46.5555 6.89
1.065 57.0556 6.7
1.0658 46.5906 4.25
1.0683 54.2897 6.74
1.0693 35.2176 2.06
1.0714 19.2406 5.55
1.0722 68.3128 5.29
1.0744 41.4948 5.65
1.0745 67.3139 6.7
1.0753 15.2507 6.06
1.0759 50.4538 6.86
1.076 25.1204 5.8
1.0769 -9.0982 6.4
1.0782 79.2507 5.7
1.0797 2.1133 5.95
1.0805 54.5359 4.33
1.0809 -57.5712 6.5
1.0816 63.568 5.55
1.0826 45.5559 6.8
1.0834 31.1009 5.16
1.0835 37.2805 5.8
1.084 64.457 5.57
1.0875 20.467 4.66
1.0885 10.021 6.6
1.089 29.5001 4.51
1.0917 -2.3049 5.94
1.0966 45.0492 6.5
1.0993 2.1293 6.9
1.0995 1.4253 6.9
1.0996 61.2704 6.41
1.1003 -31.0357 6.52
1.101 31.4913 6.98
1.1023 29.4854 6.19
1.1027 -7.0236 6.9
1.1046 -35.2766 6.9
1.1046 -38.0677 5.92
1.1047 33.5054 6.75
1.1079 29.2885 6.8
1.1103 24.1965 4.65
1.1112 7.1915 4.86
1.1114 7.1935 6.3
1.1133 28.1646 6.5
1.1147 15.5266 5.98
1.1154 -13.4394 6.9
1.1189 -8.1072 5.13
1.119 79.3932 6.26
1.1211 6.4438 6.03
1.1226 -1.1374 5.7
1.13 -45.4721 4.96
1.1302 0.394 6.7
1.1334 25.3091 6.84
1.1344 47.4962 6.61
1.1351 32.5161 6.02
1.1359 42.4112 6.7
1.1374 23.2012 6.69
1.1397 -42.1588 6.58
1.1406 -2.4527 5.41
1.1414 -69.079 4.86
1.1415 44.3883 6.4
1.143 57.2264 6.61
1.1441 39.1364 6.68
1.1443 -2.3196 6.52
1.1456 80.3839 6.65
1.1461 31.2944 6.8
1.1462 56.2265 6.7
1.148 -67.4118 6.9
1.1483 67.3376 6.7
1.1507 57.3296 6.7
1.152 47.0996 6.25
1.1522 3.2165 5.16
1.1534 -66.3916 6.24
1.1593 37.0797 6.4
1.1602 77.1901 6.31
1.1653 -43.3522 6.76
1.1668 57.573 6.96
1.167 27.0064 4.76
1.1692 57.5871 4.98
1.1724 -0.4569 5.87
1.1756 -10.0819 6.7
1.1771 64.2433 6.34
1.1783 75.5925 6.5
1.1797 -11.2948 6.15
1.1803 -3.2998 6.23
1.1833 28.2913 5.23
1.1884 49.5215 6.7
1.1921 -49.5966 6.9
1.1922 78.285 6.07
1.1928 43.1996 6.6
1.1932 -51.1136 6.6
1.1938 45.1659 4.88
1.1961 18.2586 6.96
1.1988 -37.1824 6.9
1.2002 -0.4213 6.49
1.2003 1.2847 6.2
1.2009 -19.2003 6.5
1.2026 11.0688 6.9
1.2044 36.1579 6.7
1.2045 -36.5092 6.8
1.207 20.1299 5.97
1.2079 33.597 6.29
1.2081 37.278 5.5
1.2098 -33.4801 6.9
1.2118 -31.1185 5.84
1.212 -24.363 6.65
1.2137 42.5342 6.72
1.2151 -8.2609 3.6
1.2183 -7.0998 5.91
1.219 -32.0379 6.86
1.2203 70.4375 6.5
1.2221 -15.5467 6.14
1.2227 -3.0597 6.15
1.2235 67.5276 4.74
1.2238 -34.2347 6.7
1.2247 -41.4462 5.42
1.2249 -6.1186 6.8
1.2253 59.5905 2.68
1.2254 -44.4677 6.26
1.2285 23.1565 6.18
1.2316 -14.5097 4.9
1.233 34.1976 6.31
1.2334 -4.1064 6.5
1.2335 43.1246 5.96
1.2338 -64.3726 5.93
1.2342 -8.4534 6.9
1.2355 18.553 5.38
1.2368 19.4927 6.5
1.2389 -0.3892 6.41
1.2396 26.5978 6.8
1.2399 18.5938 5.5
1.2412 65.497 6.98
1.2426 34.0769 6.27
1.243 3.1708 6.58
1.2438 -13.1842 5.66
1.2451 40.51 6.4
1.2466 45.094 4.83
1.2467 -32.4761 5.79
1.2476 -30.2921 6.9
1.2478 -41.5991 6.6
1.2486 40.0511 6.4
1.2489 31.4301 6.8
1.25 -22.353 6.5
1.2501 -20.361 6.9
1.2525 43.4802 6.5
1.253 -11.0909 6.13
1.2536 -46.058 6.97
1.2547 -2.1708 6.9
1.2551 30.1852 6.9
1.256 -22.1718 6.7
1.2563 42.0103 6.7
1.2572 16.4982 6.8
1.2576 7.4272 6.2
1.258 -12.2978 6.9
1.2619 -43.3407 3.41
1.263 64.5536 6.9
1.2644 7.0274 6.7
1.2644 -34.0076 6.58
1.2654 -18.1125 6.7
1.2663 25.0155 6.7
1.27 59.3198 6.9
1.2708 46.4547 5.27
1.2718 18.0647 6
1.272 -21.5269 5.12
1.2734 65.5099 6.2
1.2735 -25.5203 6.5
1.2737 -5.5073 6.8
1.274 -47.0034 6.31
1.2743 70.01 5.81
1.2759 5.537 4.84
1.2805 -26.2741 5.93
1.2806 2.3799 6.9
1.2831 -52.4452 6.9
1.2873 68.0974 6.76
1.2877 69.4634 6.9
1.288 15.0586 3.62
1.2916 -19.1628 6.82
1.2918 -49.1926 3.95
1.2919 -30.1398 6.62
1.2927 34.3313 6.39
1.2936 16.4193 6.9
1.2941 -30.3188 5.82
1.2953 -45.4938 6.17
1.2991 35.3574 6.8
1.3015 58.0481 5.7
1.3055 -49.5855 6.28
1.3057 -9.1574 6.59
1.3062 58.5911 4.71
1.3067 7.5766 6.6
1.3067 -37.0674 5.51
1.3084 68.421 6.53
1.3091 -24.2553 6.97
1.3119 -7.1632 5.76
1.3137 36.5942 5.8
1.3196 62.5012 6.8
1.3207 -28.29 6.9
1.321 18.1283 5.89
1.3211 32.5231 6.6
1.322 -15.554 5.63
1.3223 53.0592 6.8
1.3224 0.419 6.9
1.3224 -45.563 6.91
1.3231 -3.4619 6.7
1.3234 -57.1491 6.9
1.3249 -23.5679 6.5
1.3256 -32.0829 6.12
1.3284 28.0143 6.81
1.3291 40.4984 6.38
1.3309 14.2494 6.22
1.3317 74.0338 6.4
1.3319 17.1123 5.9
1.3327 -78.4512 6.11
1.3337 48.2862 5.92
1.3341 -58.2318 6.01
1.3353 -15.3876 5.4
1.3365 -40.1166 6.6
1.3382 -30.092 5.69
1.3383 41.0956 4.09
1.341 7.3516 6.6
1.3424 64.2969 6.6
1.3442 72.4771 5.28
1.3444 11.5377 5.57
1.3464 24.5528 6.99
1.3466 48.1009 6.8
1.3476 -49.0293 6.9
1.3476 62.0641 6.72
1.348 57.44 5.56
1.3491 48.23 3.57
1.3493 -58.3103 6
1.3502 11.4999 6.9
1.3515 -9.3901 6.24
1.3534 -3.412 6.7
1.355 45.0932 6.36
1.357 60.5003 6.88
1.3586 -57.2891 0.46
1.3588 21.0922 6.8
1.3598 -46.1969 6.97
1.3609 77.4349 6.6
1.3623 -36.4638 5.94
1.3633 44.0844 4.98
1.3638 -43.1038 6.67
1.3648 -21.3117 5.7
1.3649 -25.1597 6.7
1.3655 45.3805 6.6
1.3658 14.0254 6.9
1.3689 -53.4107 6.84
1.3698 41.2536 6.9
1.37 16.097 5.97
1.3701 53.3747 6.6
1.371 40.2636 6.8
1.3711 -33.4845 6.6
1.3723 58.4858 6.98
1.3761 40.1998 4.94
1.3765 43.0328 5.61
1.3794 9.2108 6.7
1.3794 -56.2634 5.07
1.3852 25.301 6.17
1.3859 67.4803 5.59
1.3862 60.4772 6.71
1.388 42.2221 4.95
1.3881 29.4821 5.99
1.3882 5.1466 4.44
1.3895 58.2313 6.3
1.3899 70.2282 5.18
1.3911 -83.132 5.87
1.3915 35.0017 5.4
1.3926 -38.2259 6.17
1.3928 -11.3408 5.75
1.3948 74.2178 6.8
1.3952 61.1076 6.34
1.3965 40.0814 6.8
1.3969 -50.1688 6.64
1.3976 20.0154 5.24
1.3985 -37.0452 5.72
1.3988 -32.3417 5.26
1.3991 60.1857 5.78
1.3992 -85.0091 5.69
1.3997 59.2346 6.7
1.4007 48.1646 6.9
1.401 -61.0198 5.71
1.4019 -3.5595 4.99
1.4023 45.0477 6.34
1.4043 52.3868 6.8
1.4043 51.1648 6.7
1.4051 50.268 4.07
1.4059 -53.5896 5.52
1.4096 31.5698 6.4
1.4097 57.177 6.4
1.4128 -79.2349 6.33
1.4137 45.539 6.4
1.4139 -5.0041 6.19
1.4144 37.256 6.9
1.4145 56.5091 6.2
1.4151 32.165 6.8
1.4168 -16.1075 3.5
1.4219 19.5051 6.27
1.4223 -7.0049 6.6
1.4238 -34.3889 6.8
1.4267 -28.5808 6.9
1.4276 8.55 4.26
1.4307 8.1914 6.58
1.4314 3.2554 6.9
1.4332 -25.1756 5.31
1.4333 3.1055 6.9
1.4349 -5.5844 5.34
1.437 -27.3544 6.39
1.4387 17.1037 6.55
1.4415 -51.0344 5.49
1.4421 -53.4574 5.04
1.4428 60.3676 5.63
1.4453 -14.0771 6.7
1.4471 45.5941 6.32
1.4517 -42 6.18
1.4528 -21.0509 6.55
1.4546 16.4295 5.7
1.4559 -46.2989 6.7
1.4562 -37.2398 6.32
1.4569 37.4284 5.94
1.4581 32.2704 5.79
1.4584 3.2673 5.91
1.4612 47.3949 5.82
1.4663 26.1406 6.7
1.4693 -10.5653 6.76
1.4707 -31.1873 6.4
1.4714 -10.5553 4.67
1.472 75.2114 6.9
1.4737 22.0219 5.86
1.4761 64.3703 6.57
1.4766 -38.3852 6.37
1.4773 51.4171 5.9
1.4782 -13.075 7
1.4813 -80.2499 6.07
1.482 10.4831 5.94
1.4835 -48.033 6.14
1.4841 20.1662 6.8
1.4869 54.546 5.52
1.4895 50.3332 5.79
1.4896 -50.2668 5.94
1.4899 -10.3436 3.73
1.4903 89.0318 2.02
1.4906 18.0314 6.7
1.4913 -7.0676 6.5
1.4931 -40.0446 6.5
1.4935 -15.5315 6.5
1.4937 23.5276 6.8
1.494 37.1156 6.8
1.4957 77.5765 6.9
1.4962 51.1428 6.2
1.5024 29.2054 3.41
1.5028 40.2955 5.4
1.5047 -17.0997 5.8
1.5047 55.2171 6.5
1.507 49.4241 6.9
1.5076 63.2603 3.38
1.5078 19.0355 4.68
1.5078 19.034 4.59
1.5096 2.5705 4.62
1.5125 -38.499 6.1
1.513 10.2262 6.78
1.5131 -68.1092 6.7
1.5157 56.2085 6.82
1.5164 -46.3229 4.41
1.5186 20.3434 2.64
1.5188 40.2795 6.24
1.5199 36.5355 6.26
1.5205 68.2699 4.99
1.5229 -42.4399 5.11
1.5293 30.0718 6.8
1.5293 37.0258 5.89
1.5305 23.2053 5.74
1.5317 37.01 5.67
1.5323 75.0616 6.7
1.5332 1.3689 6.01
1.5334 53.0421 7
1.5349 41.3941 6.7
1.5367 -67.5297 4.69
1.5401 -55.1841 6.9
1.5408 -51.506 3.7
1.5417 -60.5581 6.06
1.5423 -50.043 6.5
1.5433 -22.4568 5.1
1.5436 -32.2238 6.5
1.5461 17.3499 5.1
1.547 -10.2856 6.41
1.548 59.2357 6.65
1.5484 46.5176 6.5
1.5488 40.3156 6.9
1.5488 27.3425 5.82
1.5489 41.2766 6.6
1.5496 61.2788 6.02
1.5513 -52.0007 6.1
1.5514 23.2171 4.79
1.5523 -47.3716 4.83
1.5536 48.5823 5.69
1.5545 -2.1763 6.6
1.5589 64.2332 5.26
1.5589 -78.3501 6.16
1.5624 54.3542 6.9
1.5625 -33.1802 6.35
1.5632 -11.3211 6.6
1.5652 -65.3954 6.37
1.5668 -23.092 6.8
1.5675 12.0371 6.1
1.5682 20.4952 5.87
1.5704 -26.3989 6.79
1.5723 -61.482 2.86
1.5728 59.4366 6.73
1.5739 75.1621 6.7
1.5742 -21.0347 5.41
1.5751 2.5187 5.88
1.5759 -42.158 5.57
1.5765 -21.1863 4
1.5771 -3.3605 6.9
1.5773 77.4114 6.04
1.5775 70.4054 4.48
1.5797 -8.4555 5.51
1.5816 40.5878 6.9
1.5837 -66.1797 6.1
1.5852 -55.1475 6.6
1.5864 73.3715 6.3
1.5874 23.0979 6.6
1.5894 54.1537 5.04
1.5901 -30.1402 5.35
1.5904 72.1146 3.98
1.5913 14.501 6.7
1.5918 64.4024 6
1.5925 64.0954 5.58
1.5926 28.1011 6.7
1.5941 2.3191 3.79
1.5969 -44.567 5.14
1.599 13.1473 5.94
1.5997 77.0313 5.4
2.0003 33.0314 5.5
2.0023 -29.5377 6.42
2.0026 -22.1187 6.8
2.0029 10.4724 6.8
2.0033 -2.3655 7
2.0042 -63.5129 6.9
2.0055 -24.0706 6.4
