0501 Urhixidur                       130.095933  3.1592049  0.14537254 350.012317 357.620995  20.885331   8.9
0502 Sigune                          302.049277  2.3824900  0.17903024  19.559295 133.126167  25.005783  10.8
0503 Evelyn                           92.847494  2.7241577  0.17535894  40.598001  69.227087   5.028294   9.1
0504 Cora                             95.000272  2.7211012  0.21642866 246.961225 104.968928  12.919825   9.4
0505 Cava                            181.966459  2.6838719  0.24617766 336.155389  91.049417   9.822814   8.6
0506 Marion                           29.626768  3.0430728  0.14416357 147.741528 313.128318  17.003129   8.9
0507 Laodica                         114.353655  3.1591569  0.08998401  96.038091 294.088949   9.534918   9.1
0508 Princetonia                     319.251748  3.1617745  0.01881291 183.422850  44.757841  13.359844   8.2
0509 Iolanda                         122.138865  3.0675431  0.08858729 153.839504 218.046021  15.365759   8.4
0510 Mabella                         167.790948  2.6079388  0.19457799  89.985527 203.175029   9.511149   9.7
0511 Davida                           83.006245  3.1714854  0.18245906 338.899151 107.788266  15.938029   6.2
0512 Taurinensis                      61.916084  2.1892331  0.25382822 248.876951 107.234050   8.751080  10.7
0513 Centesima                       351.310991  3.0141828  0.08097385 219.915715 184.785244   9.734392   9.8
0514 Armida                          257.089515  3.0441102  0.04537854 118.914739 269.253277   3.875101   9.0
0515 Athalia                          16.700596  3.1276149  0.16617122 295.722307 121.590258   2.032674  11.2
0516 Amherstia                       343.840424  2.6765331  0.27696537 257.385354 329.384983  12.954751   8.3
0517 Edith                           324.682024  3.1484193  0.19221162 137.247638 274.947053   3.198717   9.4
0518 Halawe                          209.043388  2.5352272  0.22369219 116.607200 204.455097   6.731215  11.0
0519 Sylvania                        148.488268  2.7915705  0.18329297 301.773894  45.142860  11.010342   9.1
0520 Franziska                        48.715430  3.0078292  0.10282407  21.084768  34.599505  10.946439  10.6
0521 Brixia                          316.813102  2.7434438  0.28017552 314.971557  90.092508  10.561069   8.3
0522 Helga                           342.733355  3.6474845  0.07676234 243.985323 117.440858   4.438644   9.1
0523 Ada                             201.725420  2.9622224  0.18209412 187.118651 261.478288   4.320308   9.6
0524 Fidelio                         115.220566  2.6360322  0.12779327  79.838633 326.924780   8.217718   9.8
0525 Adelaide                        178.666519  2.2446785  0.10309768 263.685814 203.635451   5.990636  12.5
0526 Jena                             70.424323  3.1171513  0.13966741   0.154584 137.973093   2.169420  10.2
0527 Euryanthe                       240.200116  2.7265764  0.14923693 202.656948 120.787713   9.656869  10.1
0528 Rezia                           214.726262  3.3988821  0.01475849 301.801551  50.179390  12.662990   9.1
0529 Preziosa                        134.605957  3.0190888  0.09112910 336.165983  65.475921  11.028825  10.1
0530 Turandot                         25.581046  3.1849453  0.22221024 201.622302 129.261426   8.562808   9.3
0531 Zerlina                          59.389782  2.7889365  0.19529762  58.006668 197.922624  33.981599  11.8
0532 Herculina                       161.427797  2.7775069  0.17529083  75.898221 107.911050  16.304168   5.8
0533 Sara                            107.718611  2.9841778  0.03816025  34.016175 180.666714   6.549010   9.7
0534 Nassovia                        218.566640  2.8822690  0.06014487 336.234936  94.366094   3.274987   9.8
0535 Montague                         20.393861  2.5696721  0.02483431  70.017555  84.910015   6.783243   9.5
0536 Merapi                           23.074623  3.5021944  0.08308151 302.701473  59.491316  19.382309   8.1
0537 Pauly                           171.761729  3.0636679  0.23675346 183.740211 120.721360   9.917017   8.8
0538 Friederike                      199.974462  3.1709677  0.15655081 227.831484 141.504380   6.482481   9.3
0539 Pamina                          221.667020  2.7388930  0.21180712  97.124349 274.705797   6.804403   9.7
0540 Rosamunde                       277.339984  2.2184807  0.09031850 337.461265 202.333751   5.577407  10.8
0541 Deborah                          10.094780  2.8142471  0.04904559 357.817846 268.121242   5.991444  10.1
0542 Susanna                         325.823183  2.9057693  0.14392237 215.054618 153.336113  12.082982   9.4
0543 Charlotte                       153.128584  3.0622102  0.15032670 111.458767 295.210678   8.468964   9.4
0544 Jetta                           248.176411  2.5910017  0.15440842 341.269487 298.543617   8.361146   9.9
0545 Messalina                       258.479517  3.1963925  0.17492261 322.753054 334.585187  11.108444   8.9
0546 Herodias                         35.911486  2.5987899  0.11412550 108.733019  22.094102  14.862351   9.7
0547 Praxedis                        107.733562  2.7750638  0.23492014 195.502609 193.381327  16.872673   9.5
0548 Kressida                         41.614810  2.2823781  0.18404896 319.993865 108.587604   3.869442  11.3
0549 Jessonda                         90.794811  2.6830393  0.26071728 157.128584 291.686212   3.964656  11.0
0550 Senta                           257.206460  2.5914785  0.21795735  44.731376 270.903296  10.097249   9.4
0551 Ortrud                          110.099537  2.9665216  0.12400277  70.419994   6.317602   0.403576   9.6
0552 Sigelinde                        70.551622  3.1641843  0.07604757 350.964734 267.764575   7.676597   9.4
0553 Kundry                           38.808173  2.2308504  0.10936371 354.428583  72.509291   5.389039  12.2
0554 Peraga                          237.939740  2.3737426  0.15411720 127.321981 295.744258   2.942403   9.0
0555 Norma                           218.384648  3.1836256  0.16369205 350.010503 130.905525   2.641690  10.6
0556 Phyllis                          59.461047  2.4653296  0.10188989 177.933832 286.309992   5.229446   9.6
0557 Violetta                        177.106389  2.4417807  0.10208115 193.544913 293.392158   2.499207  11.8
0558 Carmen                          339.920620  2.9066942  0.03956658 316.616902 143.970157   8.371661   9.1
