5501 1982 FF2                        109.117353  2.4308605  0.13686328 311.167557 233.488056   4.275934  13.2
5502 Brashear                         50.218167  2.6714319  0.12723648 229.933729 352.990962  12.369113  12.6
5503 1985 CE2                        129.781390  2.5472699  0.10204975 326.177362 160.822343   5.443739  13.1
5504 Lanzerotti                       44.619863  2.6131288  0.07469624 132.831431  60.363900  13.692131  12.8
5505 1986 VD1                        153.378048  2.8757468  0.14137508  57.755143 315.881110  11.022502  11.6
5506 1987 SV11                       192.391560  2.3784711  0.16741788 133.649276  18.847210   5.243471  13.2
5507 Niijima                         234.488667  2.5798960  0.13522677  21.846928 338.052857   2.645821  13.4
5508 1988 EB                          93.584385  2.8415745  0.22680979  69.871111  36.747059   6.770788  12.0
5509 Rennsteig                        70.688619  2.2136316  0.13793667  89.291390 189.347079   2.194785  14.6
5510 1988 RF7                          8.251876  2.1909344  0.24455890 234.223065 109.420067   5.688765  13.9
5511 Cloanthus                         7.620044  5.1904505  0.11579936 117.957910 172.942989  11.192029   9.6
5512 1988 VD7                        350.144886  2.2789423  0.21016115 263.603181  71.326418   6.188551  13.3
5513 Yukio                           278.888536  2.2111749  0.05434191 184.176573 290.025976   1.659560  13.5
5514 1989 BN1                        132.573697  2.5640550  0.17345771 304.154230 150.257288   6.528897  13.5
5515 1989 EL1                         29.271153  2.6626968  0.22669453  45.200056 171.538971  13.124989  12.5
5516 Jawilliamson                     98.582070  2.5834523  0.17020888  35.870721 160.717695  13.033516  12.9
5517 Johnerogers                      90.731228  2.5919459  0.11895954 116.369284  89.994307  14.373456  12.5
5518 Mariobotta                       35.715405  2.2720823  0.18405593 140.355592 124.878401   7.754502  12.8
5519 1990 QB4                         38.205726  3.1691266  0.02848865 287.241147 157.641531   6.723538  12.3
5520 Natori                          189.071621  3.0018815  0.10467333  58.096909 292.970832   8.885013  11.8
5521 1991 PM1                        224.291942  2.5766195  0.19364696 266.930332  90.977105  11.148844  12.4
5522 De Rop                          207.627836  2.4130961  0.18563588 140.118052 291.821913   1.330631  13.4
5523 1991 PH8                        222.885070  2.8336208  0.01227573 164.080109  88.314834   3.359023  12.2
5524 Lecacheux                        61.396144  2.3660903  0.02611882 119.095185 108.422355   7.494948  13.0
5525 1991 TS4                         53.423661  2.2206852  0.15127078 342.859142 342.504022   7.620472  13.0
5526 Kenzo                           223.539821  2.6370876  0.16301464 151.798999 224.287429  13.574784  12.3
5527 1991 UQ3                        106.302674  2.2292661  0.12824432 172.815524 109.011554   3.684323  13.2
5528 1992 AJ                          39.170732  3.2508414  0.03675919 342.080017 140.744159  16.412416  10.9
5529 Perry                           109.634288  2.2735299  0.17173805 234.649491  14.470294   4.813725  13.3
5530 Eisinga                         203.426404  2.2955957  0.15108253 114.711113  16.663208   7.749409  13.9
5531 Carolientje                      68.271684  2.7257046  0.09730101 305.777757 179.458977  13.137615  13.2
5532 Ichinohe                        337.128772  3.1194750  0.14069161  68.941771 123.909211   1.172735  12.1
5533 1935 SC                         258.634774  2.2399981  0.18717690  18.558281 349.299369   5.081842  14.2
5534 1941 UN                         107.036191  2.7607824  0.33485574  50.310542   9.543301   7.503318  12.1
5535 Annefrank                        87.188194  2.2124102  0.06422580   8.748907 120.759050   4.246393  14.2
5536 1955 QN                         214.283843  2.2489871  0.09378772 124.688887 250.878708   6.775511  13.1
5537 1964 TA2                        320.321132  2.2759556  0.16517351   4.984584 339.868043   5.951255  13.5
5538 Luichewoo                       263.493187  2.2889270  0.16715104  45.442194 335.574511   5.232772  14.3
5539 1965 UA1                        188.697090  2.4356993  0.15590005 121.682594 296.174728   1.824048  12.6
5540 Smirnova                        145.682520  2.6003370  0.30601421 123.220986 223.934486   4.556130  14.0
5541 Seimei                          297.139624  3.1762244  0.15511711 201.696760 193.649192  12.872740  12.8
5542 1978 PT4                        224.368787  2.5882931  0.16064394 263.308560 116.808047  15.848467  12.4
5543 1978 TW2                        227.302095  2.2564039  0.09825377 310.166589 154.220152   2.456645  13.9
5544 1978 TH6                         66.255014  2.6894074  0.10348623 122.018997   9.638830  13.149485  13.0
5545 Makarov                         119.700412  2.6468471  0.02190287  63.725535  67.237425   3.425957  12.8
5546 Salavat                          75.062537  2.6206841  0.11557650 242.022102 287.486754  12.166571  12.6
5547 Acadiau                         130.584467  2.6189803  0.12126913 335.854252 240.837964  12.661496  12.4
5548 1980 TH                          69.853688  2.9933948  0.07609674 122.327583 335.131992   9.975749  11.9
5549 Bobstefanik                      46.714759  2.5936555  0.09720409 178.830282   2.771172  13.970745  13.2
5550 1981 UB1                        358.738400  3.0972658  0.16951552 282.394120 145.694744   1.107408  12.2
5551 1982 BJ                         220.801300  2.3182162  0.19465503  38.225865 117.285486  23.974061  14.1
5552 1982 SJ1                        109.350223  2.7773537  0.24520180 250.100169 174.738741   8.212012  12.9
5553 Chodas                           63.430478  2.7342488  0.20849418   0.750536 162.307054   9.792025  13.0
5554 Keesey                          278.688653  2.2430377  0.19780331  73.121053 312.122440   7.725465  13.8
5555 Wimberly                         60.807406  3.0138780  0.10221718  56.916023   3.080966  10.142047  12.1
5556 1988 AL                          51.281766  2.7881734  0.16995405 358.608522 168.315674   8.564775  12.3
5557 Chimikeppuko                     45.309561  2.5409614  0.15148065 221.919016  10.918158   5.950578  12.7
5558 1989 WL2                         90.338115  1.9355318  0.11239651 264.638160 139.013338  23.380319  14.0
5559 1990 MV                          69.714481  2.3852484  0.23187991 177.833958  92.569221  11.333651  12.6
5560 Amytis                          136.672281  2.2854875  0.10915536 177.537184  75.074823   5.621705  12.9
5561 Iguchi                           15.860282  2.1854504  0.15451484  70.466647 304.651225   5.920618  13.5
5562 1991 VS                         163.517715  2.4842552  0.11605811  48.949104  93.370261   7.622991  13.3
5563 1991 VZ1                        106.802951  2.7635981  0.06351102  47.738296  68.329989  10.494957  11.7
5564 1991 VH2                         84.527756  2.5300472  0.12221809 130.719091  83.131692   7.577092  12.7
5565 1991 VN2                        157.987025  2.8111479  0.21532421 265.430092 139.177113  10.312248  11.8
5566 1991 VY3                         26.324175  3.1905351  0.14623724 310.929208 153.581138   1.513339  12.0
5567 1953 FK1                        240.287003  2.9463573  0.21474433 307.388962   9.633851  16.127216  10.8
5568 1953 TS2                         86.559285  2.2643581  0.15723642 241.111272  81.274148   3.706703  13.6
5569 1974 FO                          69.007426  2.4351477  0.16117588 283.522595 353.895604   5.267085  13.4
5570 1976 GM7                        348.761003  3.2370045  0.06451218 331.915068 174.213654  10.772594  11.9
5571 1978 LG                          34.041617  3.0207575  0.06789775 210.773480 281.211690   9.696821  12.1
5572 1978 SS2                        282.630527  3.1214214  0.16379221  68.585899 199.206134   8.956784  12.0
5573 1981 QX                          42.644637  2.5959648  0.28758645 104.178665 178.522774  11.210280  13.4
5574 1984 FS                         152.550835  2.6407647  0.11317064 346.410595 145.317677  13.994043  12.2
5575 1985 RP2                        107.964780  3.0905647  0.18009952 228.725487 141.770176   0.577547  12.9
5576 Albanese                        119.139194  2.7589575  0.07241038  68.755551  31.255629   5.625400  12.2
5577 1986 WQ2                        287.675895  1.8442546  0.04431153 227.945785  97.132678  22.272793  14.1
5578 1987 BC                         218.870994  2.9149507  0.07715540 187.975932 180.010564   1.977982  12.1
5579 1988 JL                         170.202388  1.9492545  0.09743197 247.655168  81.008691  23.541630  14.2
5580 Sharidake                       280.285788  2.2551505  0.15359878  34.706645  17.454647   5.786610  13.2
5581 Mitsuko                         155.327374  2.3827314  0.15743244  35.632471 165.605818   2.479858  13.9
5582 1989 CU8                         23.652518  2.8946241  0.01845839  74.741605  18.497421   2.101731  12.5
5583 1989 EY1                          9.758833  2.8775188  0.02183733  48.090618  60.504700   2.905884  12.4
5584 1989 KK                          41.656642  2.6713246  0.12318889  34.664402 200.288438  12.848239  12.7
5585 Parks                           265.972301  2.7143939  0.39606269  76.042151 265.173759  28.633362  13.7
5586 1990 RE6                        158.127340  2.3754825  0.14579062  53.531088 160.750022   3.764537  13.0
5587 1990 SB                          70.541780  2.3912454  0.54847250  86.252698 190.538282  18.097805  13.6
5588 1990 SW3                        265.601509  2.7864857  0.13828237 253.937810  93.949743  12.360656  11.9
5589 1990 SD14                       348.784766  2.7476723  0.03989951  39.062587 219.173220   2.014576  12.5
5590 1990 VA                          75.209431  0.9852833  0.27922720  34.365758 216.390577  14.188674  19.7
5591 Koyo                            247.876747  2.7786494  0.08666036 191.432404 188.468156   4.231706  12.5
5592 Oshima                          223.039214  3.1726576  0.06339203  86.907250 232.598945   8.504246  11.5
5593 Jonsujatha                      104.666033  2.2705495  0.09897829 339.711769 167.696804   5.316434  13.9
