3001 Michelangelo                    252.426908  2.3567671  0.07029831 135.630517 297.904501  18.371763  12.4
3002 Delasalle                       231.026437  2.2394392  0.13132194 132.278867 115.569292   6.142218  12.8
3003 Koncek                          337.459928  3.0250286  0.12194259 281.303626 104.238053  11.583948  11.3
3004 Knud                            131.572736  2.5898525  0.26647161 212.199694 322.800556  30.228333  15.1
3005 Pervictoralex                   118.172032  2.3674749  0.18676193  77.335054 177.778422   2.356683  13.7
3006 Livadia                         343.742407  2.4335515  0.18792184   5.850441   8.749075   3.046785  14.0
3007 Reaves                          112.180252  2.3679416  0.13251844 251.928869  68.970691   8.344085  12.4
3008 Nojiri                          181.337629  3.1624145  0.14282291 301.906205 168.891355   0.795596  12.0
3009 Coventry                        237.957957  2.1969334  0.20470638 316.210637   8.691933   4.561710  14.1
3010 Ushakov                         219.721621  3.2129044  0.18175863 170.439241 127.236786   2.033812  12.2
3011 Chongqing                       144.912633  3.2067738  0.19734216 210.368132 207.431820   6.205349  11.9
3012 Minsk                            15.595167  3.2243616  0.06138603  83.732147 355.378060  18.273953  11.1
3013 Dobrovoleva                     349.556301  2.3586789  0.13936103  94.492860   7.352004   3.667470  13.3
3014 Huangsushu                       89.420338  2.3635961  0.22702953 179.909410 140.827492   0.983871  13.0
3015 Candy                           334.733710  3.4004007  0.16197089 303.459244  38.575167  17.412854  11.1
3016 Meuse                           294.332405  2.8350665  0.04104356 319.030816 129.088126   2.892145  12.4
3017 Petrovic                        283.274871  2.6073734  0.12926385 216.268830 257.927535  11.823666  11.4
3018 Godiva                          111.818535  2.3674729  0.18652219  71.535605 228.657219   4.735611  12.8
3019 Kulin                            73.019972  2.8641919  0.05145740 321.560687 104.374236   3.220325  11.7
3020 Naudts                          227.831406  2.7620564  0.05895120 194.744864 142.124986   6.261788  12.2
3021 Lucubratio                      239.001577  3.1749046  0.25846830  96.745536 353.315115  16.574179  11.9
3022 Dobermann                       176.196384  1.9309008  0.10393629 247.223781 180.971680  23.520997  13.4
3023 Heard                            86.877021  2.2162423  0.08442142 343.999410 230.888405   3.987969  13.6
3024 Hainan                          255.726799  3.4245486  0.11406091 338.323824  28.445070  14.794529  10.7
3025 Higson                          222.635368  3.1973752  0.08720318 120.338781 293.765583  20.987157  11.6
3026 Sarastro                         24.373311  3.0337311  0.03023804 116.087749 216.106197   9.640135  11.9
3027 Shavarsh                        187.663468  2.6749267  0.21696020 153.733091 194.982527   1.959829  13.3
3028 Zhangguoxi                      128.507912  3.0211992  0.02384345 356.895055 189.924429   9.505099  10.7
3029 Sanders                          20.465281  2.2395497  0.11123995 268.397185 313.969087   3.425990  13.0
3030 Vehrenberg                      141.367780  2.2700850  0.24435219 109.521979 293.153529   3.488769  14.3
3031 Houston                          68.282946  2.2358118  0.09760508 248.508566 318.054141   4.344703  13.0
3032 Evans                           124.510588  2.8944572  0.07980247 274.823003  88.642556   3.226568  11.4
3033 Holbaek                          44.566301  2.2354759  0.09442495  66.841664 167.045953   4.736498  13.0
3034 Climenhaga                      310.148532  2.3235656  0.21080430 313.447190  10.831975   4.924829  12.3
3035 Chambers                        108.709570  2.6364315  0.13085912  29.039357 180.319341   2.585719  12.4
3036 Krat                            229.581332  3.2158895  0.09187831 314.650912  24.345554  22.848448   9.8
3037 Alku                            191.854900  2.6735771  0.18832739 329.874663 108.038693  18.979947  11.6
3038 Bernes                           65.310070  2.4386713  0.20402958  10.719434 351.892313   4.707368  13.7
3039 Yangel                           17.016336  2.5580980  0.14231436  71.191638 190.830575  15.277372  12.5
3040 Kozai                           330.705609  1.8407571  0.20038784 290.195279 143.586712  46.640249  14.5
3041 Webb                            261.337066  2.5868962  0.14646478 350.970431  82.698176  14.610979  12.5
3042 Zelinsky                        276.378058  2.2779060  0.20959183  70.142824 226.505970   4.990266  13.8
3043 San Diego                       307.688244  1.9266877  0.10663461  31.481877 351.214611  21.791430  13.6
3044 Saltykov                         54.889317  2.8502316  0.16144273  69.829906 242.738013  13.522505  12.0
3045 Alois                           310.443574  3.1292619  0.11764598 335.152895  36.444880   3.346865  11.4
3046 Moliere                         228.432432  3.1316742  0.15611195 263.844393 188.921318  18.346247  12.2
3047 Goethe                          246.439431  2.6419123  0.02702947  82.782260 317.933585   1.612692  12.7
3048 Guangzhou                       303.913887  2.3986734  0.14454820 266.518873 214.482785   1.938332  13.4
3049 Kuzbass                         118.593563  3.1152137  0.13920779 170.777046  95.093446   2.498268  11.6
3050 Carrera                         293.046851  2.2246461  0.18897803  84.711380 240.385732   1.303558  14.1
3051 Nantong                         289.386366  2.5920999  0.25954637  92.839867 280.591860  13.338904  12.8
3052 Herzen                          267.981385  2.3739918  0.18219373 279.599004 238.676900   3.901132  13.1
3053 Dresden                         252.197545  2.3797610  0.20623328 316.352160   6.992104   4.618620  12.9
3054 Strugatskia                     309.922548  3.0971854  0.20718844 189.547236 146.382615   2.076861  11.3
3055 Annapavlova                     250.236357  2.5609455  0.10822218  63.391803   3.556300  15.018258  12.5
3056 INAG                            124.114687  2.4199833  0.11543020 346.076872  11.662232   5.643326  12.9
3057 Malaren                           0.316014  2.2604070  0.07488626 121.543222  75.509498   7.277703  13.4
3058 Delmary                         152.515444  2.2490311  0.15683052 210.483097 208.038493   3.545567  14.3
3059 Pryor                           121.300713  2.2684321  0.12892509 241.633886 181.578075   2.358477  13.7
3060 Delcano                         219.969993  2.2782199  0.17699466   4.578610 326.931710   7.265876  13.4
3061 Cook                            359.514816  3.0885350  0.19863107 245.242763  98.185091   3.258762  11.9
3062 Wren                             39.489700  3.0174699  0.11242385 267.660099 110.749804  11.327387  10.8
3063 Makhaon                         289.791481  5.1712120  0.05906593 202.638284 287.868025  12.185062   8.6
3064 Zimmer                          254.036228  2.4548691  0.11789226   5.651163 157.332554   2.938271  13.0
3065 Sarahill                         79.430180  2.7173756  0.06557062 210.700466 303.406643   4.299585  11.8
3066 McFadden                          2.292500  2.5262198  0.13469793 186.961480 175.802001  15.561397  11.2
3067 Akhmatova                       204.178531  2.2449002  0.13855821  95.085221 350.694543   4.527232  13.0
3068 Khanina                         188.705370  2.2310372  0.10163602 132.789265  21.716201   6.448040  13.2
3069 Heyrovsky                       163.645855  2.3526431  0.24179432 123.626344 217.667918   1.677637  13.8
3070 Aitken                            7.757768  2.3060881  0.19639113  51.914447 170.590926   2.341025  13.8
3071 Nesterov                        160.107692  3.2170707  0.08038805  33.240645 134.540979   2.202169  11.8
3072 Vilnius                          16.258437  2.2388103  0.17980810 139.749990 152.665201   5.640050  14.0
3073 Kursk                           170.155515  2.2420848  0.13699502 232.133461 204.324813   5.031437  13.5
3074 Popov                            44.286174  2.3385844  0.11255607 151.277785 348.943214   2.424982  13.6
3075 Bornmann                        220.329778  2.2737918  0.13094827  10.452223 334.733330   9.979072  13.9
3076 Garber                          254.168050  2.2376392  0.18914474 166.287990 195.713031   7.705197  13.7
3077 Henderson                       201.856335  2.2402689  0.05574221 117.674181 297.772764   1.475388  12.7
3078 Horrocks                        208.350749  3.1556366  0.09255785 140.833641  32.814669   7.104303  11.6
3079 Schiller                        121.370974  2.6845274  0.21676498 300.497648 183.438350   3.918984  13.3
3080 Moisseiev                       330.614722  2.6095321  0.19674177 307.234632  48.350532  13.871856  11.7
3081 1971 UP                         100.977553  2.4101314  0.18196924 278.539405  44.143318   5.297006  13.8
3082 Dzhalil                          26.229417  2.5772070  0.07732762 230.877970 117.864980  10.347230  12.3
3083 OAFA                              8.772753  2.2844418  0.15089446 263.541447 346.741365   6.488330  13.8
3084 Kondratyuk                      183.553040  2.4378799  0.22668265 144.622513 186.118554   4.141499  13.2
3085 Donna                            62.082956  2.3884543  0.09970164 159.563192 271.228296   3.822358  13.1
3086 Kalbaugh                         74.090704  1.9357085  0.02642516 281.523973 300.907541  19.007797  13.6
3087 Beatrice Tinsley                317.780955  3.0796457  0.11323147  78.403164 338.913764  19.837446  12.8
3088 Jinxiuzhonghua                  334.612167  3.0183840  0.05074644 321.950413 171.396876  10.238386  11.8
3089 Oujianquan                      285.304095  2.9301188  0.18538916 182.637613  88.610006  16.725912  11.0
3090 Tjossem                          84.086899  3.1674889  0.08446288 180.979708 170.871613   9.600594  12.1
3091 van den Heuvel                  285.208689  2.3497627  0.16621671   8.620448 228.839069   2.005566  14.9
3092 Herodotus                       233.811254  3.5410236  0.11024210 359.600995   9.338796  10.878768  11.0
3093 Bergholz                         23.889357  2.6762098  0.20806138  60.780784 278.852691  12.753876  11.5
3094 Chukokkala                      135.652318  2.6499512  0.07168455  49.897101 172.677180  14.586660  12.0
3095 Omarkhayyam                     218.058384  3.4962607  0.06172447 117.698382 293.759280   2.981911  11.3
3096 Bezruc                          316.939134  2.6672571  0.19383843 166.279370 168.877983  12.151362  12.7
3097 Tacitus                         269.047379  2.9311385  0.08623847  85.207826 197.261240   7.448596  12.1
3098 van Sprang                      326.808097  2.3017955  0.21197734 195.168115 117.820184   1.344666  14.7
3099 Hergenrother                    339.883117  2.8776163  0.20515691 146.198979  31.451517  15.468618  11.4
3100 Zimmerman                       153.379380  2.2584634  0.08821217  93.982101  27.251852   2.824060  13.9
3101 Goldberger                      290.695050  1.9787173  0.04657096 208.962765 155.023645  28.554925  14.2
3102 Krok                            123.701072  2.1521998  0.44789911 154.353008 172.382993   8.410330  15.6
3103 Eger                             21.092348  1.4056478  0.35455748 253.809217 129.896855  20.935419  15.4
3104 Durer                           157.400942  2.9643785  0.08910902 245.473977 162.412178  24.160246  11.1
3105 Stumpff                         242.680858  2.2621233  0.19362851 198.472937 140.642843   6.476433  13.1
3106 Morabito                        102.907149  3.1566495  0.22892797 290.569868 121.728949  14.848251  10.8
3107 Weaver                           17.354293  2.2023404  0.20819480  49.698476 272.005490   1.602357  13.8
3108 Lyubov                          239.865034  2.2286448  0.16801898 226.418708 162.163390   3.282614  13.9
3109 1974 DC                           8.212599  2.4513326  0.08684304 257.554689  22.894375   7.183014  11.6
3110 Wagman                          152.895831  2.5614929  0.12481053  74.227884 348.164207   2.242625  13.2
3111 Misuzu                          270.915038  2.2232679  0.16120012 291.653701  95.511661   2.012202  13.9
3112 Velimir                         255.018820  2.3787505  0.19670441 246.271101  69.357067   3.953714  12.9
3113 Chizhevskij                      65.218015  2.4271188  0.07453900 196.136293 186.085244   4.967122  13.2
3114 Ercilla                         242.339025  2.4209264  0.19648199 107.330388 176.956276   2.230446  13.5
3115 Baily                           295.135262  2.5812812  0.14181296 171.535439 259.010261  10.158076  11.3
3116 Goodricke                         0.636819  2.2283466  0.20037512 270.487583  80.528285   5.470107  12.5
3117 Niepce                          266.673149  2.8467259  0.05522575 222.233332  93.481917   3.240990  12.3
