7001 Noether                         357.198392  2.3797766  0.15029917 277.842429 151.976073   7.014970  13.2
7002 1971 OV                         146.577247  2.3576060  0.33281457 143.927131 193.454952   4.576391  14.8
7003 1976 SZ9                        273.918754  3.1904848  0.20760113  20.123695  11.913943   3.786161  12.9
7004 1979 OB9                         58.824147  2.3241034  0.17861719 173.120664 212.680032   5.017949  13.9
7005 1981 ET25                       123.227312  2.4182124  0.10125632 100.386176 182.898176   6.163911  14.3
7006 1981 ER31                       214.231755  2.4409798  0.12144665 355.441396 159.305775   4.696153  15.5
7007 1981 EK34                       173.036726  2.3997348  0.15802453 263.351990 349.640087   0.728869  14.9
7008 1985 QH5                        284.998766  2.6799889  0.23746089 247.930626 176.793484   1.909103  13.6
7009 Hume                             55.929751  2.2349454  0.17577831 195.457416 180.108609   0.844797  15.0
7010 1987 QH3                          7.688921  2.2839882  0.13979662  38.593567 356.192267   6.310667  14.0
7011 1987 SK1                         18.790229  2.2744234  0.15442958  31.843965  12.377857   5.719795  14.1
7012 1988 CH2                         84.697988  2.3122618  0.13143511 238.440008 132.995403   7.183878  13.5
7013 1988 RS4                         87.800745  2.7430414  0.07476828 309.417615 357.704174   1.123351  13.2
7014 1989 GT4                        175.396295  2.2558574  0.18137043 120.118655 188.690124   3.155532  14.0
7015 1990 QC8                        245.590862  2.3245324  0.16958764  24.757348 141.107365   5.472967  14.4
7016 1991 YG                         303.208678  2.2645506  0.17433192 259.712366 236.118765   4.334689  13.8
7017 1992 CE2                        243.151529  2.4289478  0.11496435  28.206254 124.358264   7.344938  14.1
7018 1992 DF                          24.065016  2.3164804  0.11096133 285.152167 123.133970   4.326968  13.8
7019 1992 EM1                        308.958436  2.3649806  0.15513488  26.844151 100.665034  11.408828  13.2
7020 1992 GR2                        149.367614  2.4273844  0.16773020 128.767780 181.056915   2.457965  13.7
7021 1992 JN1                        120.709917  2.5895325  0.17470757 217.657106  90.810832  13.540453  12.6
7022 1992 JN4                        290.794683  2.6152325  0.06998171 238.909354 215.384696  14.043455  13.2
7023 1992 KE                         174.941736  2.4543111  0.13735269 184.469051 106.542294   7.569626  13.0
7024 1992 PA4                        356.718088  3.1092357  0.18274485 114.000855 255.053643   0.314689  12.4
7025 1993 QA                         138.178047  1.4761972  0.31537861 323.264255 146.737086  12.602278  18.3
7026 1993 QB1                        178.439140  2.2611849  0.17504144 199.617734  94.848832   3.912877  14.4
7027 1993 XT                         211.211314  3.9558075  0.19436805  15.129881  77.411746  12.399386  11.0
7028 1993 XC1                         75.633990  2.8704656  0.06877544 209.132738 116.963627   3.122063  13.2
7029 1993 XT2                        109.398663  3.2429856  0.04642875 107.558287 163.722460  10.619155  11.6
7030 1993 YU                         149.728675  2.4380762  0.23853491  43.354854 248.817994   9.376430  13.9
7031 1994 UU                         316.852958  2.2822107  0.09621372 108.869933   4.193918   5.487460  14.0
7032 1994 VC2                        352.916983  2.2883869  0.09175095 202.773509 250.314441   3.293302  13.3
7033 1994 WN2                        323.619418  2.2417685  0.04438805 353.209878 137.442424   6.923350  13.3
7034 1994 YT2                          0.909786  2.2806650  0.06109221 248.120052 204.711832   6.370365  13.9
7035 1995 BD3                        242.697477  3.1803367  0.14734358  95.432313  10.753265   0.632341  12.4
7036 1995 BH3                        161.219060  3.1068432  0.19496927 295.059474 273.764933   8.918261  11.8
7037 1995 BK3                        144.091982  3.1130337  0.09919652 296.794485 279.192019  11.061222  11.2
7038 1995 DJ2                        301.794018  3.1923852  0.18406487   6.128272  44.011190   0.536057  12.2
7039 1996 GO2                        112.616660  2.3961600  0.14451744 152.012329 186.178836   6.553480  14.2
7040 2642 P-L                        234.870924  2.2340279  0.13139805  53.620223 181.636448   6.741410  14.4
7041 4081 P-L                        106.901696  2.2366495  0.14514946 162.291887 199.743600   7.065165  14.3
7042 1933 FE1                        283.797271  2.2884932  0.22058161 310.947298 262.273201   2.201492  14.0
7043 Godart                           26.352637  2.2449823  0.18619625 129.666501 163.648542   5.990423  12.8
7044 1971 UK                         152.086807  2.3715173  0.16857291 116.769481 222.636483   5.347510  14.2
7045 1974 FJ                         199.946750  2.3957790  0.12964892 189.316690 352.838804   4.827859  14.2
7046 1977 QG2                         32.993316  3.0274395  0.08942104 285.310175  11.410083  10.135539  11.6
7047 1978 RZ9                        202.520142  2.3716884  0.21731850 108.895542 163.026059  23.080682  14.1
7048 1981 EH34                       287.020411  2.9121768  0.02068336  69.421560 351.248476   1.751176  13.5
7049 1981 UV21                       307.824633  2.2413776  0.11727710 359.227994  93.770652   2.786714  14.3
7050 1982 FE3                        120.159980  2.7948281  0.18671207 244.362379  21.290622   7.799631  13.0
7051 1985 JY                          85.979429  3.2525832  0.09668548 165.750151  58.022161   3.116047  12.4
7052 1988 VQ2                         98.023527  2.7152189  0.28426915 287.247576  57.512848  17.533273  12.4
7053 1989 FA                         293.185946  2.2659612  0.08697030 351.613873 147.942600   3.705713  13.8
7054 Brehm                            10.637947  2.2501554  0.11624471  15.511736  58.291325   6.947563  14.3
7055 1989 KB                         138.682488  2.3498717  0.24296488 241.276614  80.142315  23.079850  12.9
7056 1989 SE2                         80.527272  2.8122228  0.04757651 165.063602  76.151997   5.249857  12.8
7057 1990 QL2                         80.027156  2.2622464  0.12971164 224.293516 160.168728   5.123586  13.2
7058 1990 SN1                         92.171769  2.2416980  0.14336651 172.897112 225.974816   4.323461  13.7
7059 1990 SK3                        178.277154  2.2036194  0.16943786 243.957026  68.330356   3.810656  14.9
7060 1990 SF11                       252.161108  2.4566898  0.02536494 161.689823 309.218093   1.880185  13.5
7061 1991 PE1                         92.686318  3.1183787  0.25815357 174.189891 137.656241  18.986127  12.6
7062 1991 PY5                        141.642122  3.0883045  0.20492024 117.601450 140.812504  17.235951  13.1
7063 1991 UK                         273.652675  2.4005916  0.13538831 144.447610 264.888053   2.113170  14.0
